SUMLEV,STATE,COUNTY,PLACE,NAME,STNAME,CENSUS2010POP,POPESTIMATE2017
61,39,37,0,Brownship,Ohio,2073,1993
71,39,37,2120,Ansonia,Ohio,1174,1128
71,39,37,99990,Balance of Brownship,Ohio,899,865
61,39,37,0,Butlership,Ohio,1535,1486
71,39,37,12504,Castine,Ohio,130,137
71,39,37,54978,New Madison,Ohio,192,184
71,39,37,99990,Balance of Butlership,Ohio,1213,1165
61,39,37,0,Franklinship,Ohio,1241,1195
61,39,37,0,Greenvilleship,Ohio,17613,17004
71,39,37,32340,Greenville,Ohio,13227,12771
71,39,37,99990,Balance of Greenvilleship,Ohio,4386,4233
61,39,37,0,Harrisonship,Ohio,2255,2411
71,39,37,35896,Hollansburg,Ohio,227,219
71,39,37,54978,New Madison,Ohio,700,904
71,39,37,99990,Balance of Harrisonship,Ohio,1328,1288
61,39,37,0,Jacksonship,Ohio,2876,2777
71,39,37,78624,Union City,Ohio,1666,1609
71,39,37,99990,Balance of Jacksonship,Ohio,1210,1168
61,39,37,0,Libertyship,Ohio,1071,1030
71,39,37,59598,Palestine,Ohio,200,187
71,39,37,99990,Balance of Libertyship,Ohio,871,843
61,39,37,0,Mississinawaship,Ohio,752,726
61,39,37,0,Monroeship,Ohio,1735,1665
71,39,37,62890,Pitsburg,Ohio,388,370
71,39,37,99990,Balance of Monroeship,Ohio,1347,1295
61,39,37,0,Neaveship,Ohio,2330,2244
71,39,37,82348,Wayne Lakes,Ohio,718,687
71,39,37,99990,Balance of Neaveship,Ohio,1612,1557
61,39,37,0,Pattersonship,Ohio,1365,1343
71,39,37,58912,Osgood,Ohio,302,289
71,39,37,87164,Yorkshire,Ohio,96,123
71,39,37,99990,Balance of Pattersonship,Ohio,967,931
61,39,37,0,Richlandship,Ohio,841,812
61,39,37,0,Twinship,Ohio,4060,3917
71,39,37,2330,Arcanum,Ohio,2125,2036
71,39,37,30912,Gordon,Ohio,212,214
71,39,37,37604,Ithaca,Ohio,136,131
71,39,37,99990,Balance of Twinship,Ohio,1587,1536
61,39,37,0,Van Burenship,Ohio,1469,1417
61,39,37,0,Wabashship,Ohio,887,854
71,39,37,57064,North Star,Ohio,236,228
71,39,37,99990,Balance of Wabashship,Ohio,651,626
61,39,37,0,Washingtonship,Ohio,1325,1279
61,39,37,0,Wayneship,Ohio,4489,4331
71,39,37,79912,Versailles,Ohio,2687,2597
71,39,37,99990,Balance of Wayneship,Ohio,1802,1734
61,39,37,0,Yorkship,Ohio,503,486
50,39,39,0,Defiance County,Ohio,39037,38156
157,39,39,21308,Defiance,Ohio,16494,16687
157,39,39,35098,Hicksville,Ohio,3581,3445
157,39,39,55874,Ney,Ohio,354,344
157,39,39,72256,Sherwood,Ohio,827,806
157,39,39,99990,Balance of Defiance County,Ohio,17781,16874
61,39,39,0,Adamsship,Ohio,947,917
61,39,39,0,Defianceship,Ohio,13178,13006
71,39,39,21308,Defiance,Ohio,11386,11310
71,39,39,99990,Balance of Defianceship,Ohio,1792,1696
61,39,39,0,Delawareship,Ohio,2134,2069
71,39,39,72256,Sherwood,Ohio,827,806
71,39,39,99990,Balance of Delawareship,Ohio,1307,1263
61,39,39,0,Farmership,Ohio,963,923
61,39,39,0,Hicksvilleship,Ohio,4979,4893
71,39,39,35098,Hicksville,Ohio,3581,3445
71,39,39,99990,Balance of Hicksvilleship,Ohio,1398,1448
61,39,39,0,Highlandship,Ohio,2372,2284
61,39,39,0,Markship,Ohio,908,875
61,39,39,0,Milfordship,Ohio,1081,1088
61,39,39,0,Nobleship,Ohio,6326,6206
71,39,39,21308,Defiance,Ohio,3907,3828
71,39,39,99990,Balance of Nobleship,Ohio,2419,2378
61,39,39,0,Richlandship,Ohio,2920,2747
71,39,39,21308,Defiance,Ohio,1201,1549
71,39,39,99990,Balance of Richlandship,Ohio,1719,1198
61,39,39,0,Tiffinship,Ohio,1612,1582
61,39,39,0,Washingtonship,Ohio,1617,1566
71,39,39,55874,Ney,Ohio,354,344
71,39,39,99990,Balance of Washingtonship,Ohio,1263,1222
50,39,41,0,Delaware County,Ohio,174214,200464
157,39,41,2582,Ashley,Ohio,1330,1537
157,39,41,18000,Columbus,Ohio,7245,8225
157,39,41,21434,Delaware,Ohio,34753,39267
157,39,41,22694,Dublin,Ohio,4018,4595
157,39,41,29148,Galena,Ohio,653,674
157,39,41,58940,Ostrander,Ohio,643,713
157,39,41,64486,Powell,Ohio,11500,13204
157,39,41,71976,Shawnee Hills,Ohio,681,787
157,39,41,75602,Sunbury,Ohio,4389,5293
157,39,41,83342,Westerville,Ohio,7792,8497
157,39,41,99990,Balance of Delaware County,Ohio,101210,117672
61,39,41,0,Ashley,Ohio,1330,1537
71,39,41,2582,Ashley,Ohio,1330,1537
61,39,41,0,Berkshireship,Ohio,3085,3500
71,39,41,29148,Galena,Ohio,653,674
71,39,41,75602,Sunbury,Ohio,4,16
71,39,41,99990,Balance of Berkshireship,Ohio,2428,2810
61,39,41,0,Berlinship,Ohio,6498,7596
71,39,41,21434,Delaware,Ohio,2,2
71,39,41,99990,Balance of Berlinship,Ohio,6496,7594
61,39,41,0,Brownship,Ohio,1416,1642
71,39,41,21434,Delaware,Ohio,0,0
71,39,41,99990,Balance of Brownship,Ohio,1416,1642
61,39,41,0,Columbus Cityship,Ohio,A,5278
71,39,41,18000,Columbus,Ohio,A,5278
61,39,41,0,Concordship,Ohio,9294,10672
71,39,41,64486,Powell,Ohio,A,0
71,39,41,99990,Balance of Concordship,Ohio,9294,10672
61,39,41,0,Delawareship,Ohio,2152,2704
71,39,41,21434,Delaware,Ohio,188,416
71,39,41,99990,Balance of Delawareship,Ohio,1964,2288
61,39,41,0,Delaware Cityship,Ohio,34472,38746
71,39,41,21434,Delaware,Ohio,34472,38746
61,39,41,0,Genoaship,Ohio,23093,26980
71,39,41,83342,Westerville,Ohio,3,0
71,39,41,99990,Balance of Genoaship,Ohio,23090,26980
61,39,41,0,Harlemship,Ohio,3953,4608
61,39,41,0,Kingstonship,Ohio,2156,2514
61,39,41,0,Libertyship,Ohio,26172,30112
71,39,41,21434,Delaware,Ohio,91,103
71,39,41,64486,Powell,Ohio,11500,13204
71,39,41,99990,Balance of Libertyship,Ohio,14581,16805
61,39,41,0,Marlboroship,Ohio,281,326
61,39,41,0,Orangeship,Ohio,26269,30674
71,39,41,18000,Columbus,Ohio,2507,2947
71,39,41,83342,Westerville,Ohio,A,7
71,39,41,99990,Balance of Orangeship,Ohio,23762,27720
61,39,41,0,Oxfordship,Ohio,987,1149
61,39,41,0,Portership,Ohio,1923,2233
61,39,41,0,Radnorship,Ohio,1540,1787
61,39,41,0,Sciotoship,Ohio,2993,3460
71,39,41,58940,Ostrander,Ohio,643,713
71,39,41,99990,Balance of Sciotoship,Ohio,2350,2747
61,39,41,0,Shawnee Hills,Ohio,681,787
71,39,41,71976,Shawnee Hills,Ohio,681,787
61,39,41,0,Sunbury Villageship,Ohio,4385,5277
71,39,41,75602,Sunbury,Ohio,4385,5277
61,39,41,0,Thompsonship,Ohio,684,791
61,39,41,0,Trentonship,Ohio,2190,2539
61,39,41,0,Troyship,Ohio,2115,2467
71,39,41,21434,Delaware,Ohio,0,0
71,39,41,99990,Balance of Troyship,Ohio,2115,2467
61,39,41,0,Washingtonship,Ohio,A,4595
71,39,41,22694,Dublin,Ohio,A,4595
61,39,41,0,Westerville Cityship,Ohio,7789,8490
71,39,41,83342,Westerville,Ohio,7789,8490
50,39,43,0,Erie County,Ohio,77079,74817
157,39,43,4402,Bay View,Ohio,632,605
157,39,43,5228,Bellevue,Ohio,2,2
157,39,43,5900,Berlin Heights,Ohio,714,712
157,39,43,12476,Castalia,Ohio,852,822
157,39,43,37016,Huron,Ohio,7149,6923
157,39,43,39662,Kelleys Island,Ohio,312,311
157,39,43,50134,Milan,Ohio,1004,980
157,39,43,70380,Sandusky,Ohio,25793,24845
157,39,43,79716,Vermilion,Ohio,4742,4630
157,39,43,99990,Balance of Erie County,Ohio,35879,34987
61,39,43,0,Bellevue,Ohio,2,2
71,39,43,5228,Bellevue,Ohio,2,2
61,39,43,0,Berlinship,Ohio,3723,3659
71,39,43,5900,Berlin Heights,Ohio,714,712
71,39,43,99990,Balance of Berlinship,Ohio,3009,2947
61,39,43,0,Florenceship,Ohio,2448,2384
61,39,43,0,Grotonship,Ohio,1427,1378
61,39,43,0,Huronship,Ohio,10697,10517
71,39,43,37016,Huron,Ohio,7149,6923
71,39,43,99990,Balance of Huronship,Ohio,3548,3594
61,39,43,0,Kelleys Island,Ohio,312,311
71,39,43,39662,Kelleys Island,Ohio,312,311
61,39,43,0,Margarettaship,Ohio,5981,5843
71,39,43,4402,Bay View,Ohio,632,605
71,39,43,12476,Castalia,Ohio,852,822
71,39,43,99990,Balance of Margarettaship,Ohio,4497,4416
61,39,43,0,Milanship,Ohio,3606,3538
71,39,43,50134,Milan,Ohio,1004,980
71,39,43,99990,Balance of Milanship,Ohio,2602,2558
61,39,43,0,Oxfordship,Ohio,1201,1182
61,39,43,0,Perkinsship,Ohio,12202,11746
61,39,43,0,Sandusky,Ohio,25793,24845
71,39,43,70380,Sandusky,Ohio,25793,24845
61,39,43,0,Vermilion,Ohio,4742,4630
71,39,43,79716,Vermilion,Ohio,4742,4630
61,39,43,0,Vermilionship,Ohio,4945,4782
50,39,45,0,Fairfield County,Ohio,146156,154733
157,39,45,1630,Amanda,Ohio,737,747
157,39,45,3758,Baltimore,Ohio,2966,2989
157,39,45,8392,Bremen,Ohio,1425,1441
157,39,45,9890,Buckeye Lake,Ohio,15,15
157,39,45,11332,Canal Winchester,Ohio,815,890
157,39,45,12252,Carroll,Ohio,524,560
157,39,45,18000,Columbus,Ohio,9666,10518
157,39,45,41720,Lancaster,Ohio,38780,40280
157,39,45,44086,Lithopolis,Ohio,1074,1531
157,39,45,50400,Millersport,Ohio,1044,1055
157,39,45,62498,Pickerington,Ohio,18205,20319
157,39,45,63716,Pleasantville,Ohio,960,964
157,39,45,66390,Reynoldsburg,Ohio,910,939
157,39,45,69204,Rushville,Ohio,302,310
157,39,45,74916,Stoutsville,Ohio,560,567
157,39,45,75252,Sugar Grove,Ohio,426,426
157,39,45,76148,Tarlton,Ohio,0,0
157,39,45,76764,Thurston,Ohio,604,609
157,39,45,84182,West Rushville,Ohio,134,135
157,39,45,99990,Balance of Fairfield County,Ohio,67009,70438
61,39,45,0,Amandaship,Ohio,2706,2833
71,39,45,1630,Amanda,Ohio,737,747
71,39,45,99990,Balance of Amandaship,Ohio,1969,2086
61,39,45,0,Berneship,Ohio,5088,5272
71,39,45,75252,Sugar Grove,Ohio,426,426
71,39,45,99990,Balance of Berneship,Ohio,4662,4846
61,39,45,0,Bloomship,Ohio,8466,9347
71,39,45,11332,Canal Winchester,Ohio,361,428
71,39,45,12252,Carroll,Ohio,12,12
71,39,45,44086,Lithopolis,Ohio,1065,1517
71,39,45,99990,Balance of Bloomship,Ohio,7028,7390
61,39,45,0,Clearcreekship,Ohio,4057,4124
71,39,45,74916,Stoutsville,Ohio,560,567
71,39,45,76148,Tarlton,Ohio,0,0
71,39,45,99990,Balance of Clearcreekship,Ohio,3497,3557
61,39,45,0,Columbus,Ohio,9666,10518
71,39,45,18000,Columbus,Ohio,9666,10518
61,39,45,0,Greenfieldship,Ohio,5565,5942
71,39,45,12252,Carroll,Ohio,512,548
71,39,45,41720,Lancaster,Ohio,26,4
71,39,45,99990,Balance of Greenfieldship,Ohio,5027,5390
61,39,45,0,Hockingship,Ohio,4672,5263
71,39,45,41720,Lancaster,Ohio,0,0
71,39,45,99990,Balance of Hockingship,Ohio,4672,5263
61,39,45,0,Lancaster Cityship,Ohio,38754,40276
71,39,45,41720,Lancaster,Ohio,38754,40276
61,39,45,0,Libertyship,Ohio,7916,8221
71,39,45,3758,Baltimore,Ohio,2966,2986
71,39,45,99990,Balance of Libertyship,Ohio,4950,5235
61,39,45,0,Madisonship,Ohio,1682,1699
61,39,45,0,Pleasantship,Ohio,6083,6258
71,39,45,41720,Lancaster,Ohio,0,0
71,39,45,63716,Pleasantville,Ohio,571,573
71,39,45,99990,Balance of Pleasantship,Ohio,5512,5685
61,39,45,0,Richlandship,Ohio,2195,2279
71,39,45,69204,Rushville,Ohio,302,310
71,39,45,84182,West Rushville,Ohio,134,135
71,39,45,99990,Balance of Richlandship,Ohio,1759,1834
61,39,45,0,Rush Creekship,Ohio,3893,4019
71,39,45,8392,Bremen,Ohio,1425,1441
71,39,45,99990,Balance of Rush Creekship,Ohio,2468,2578
61,39,45,0,Violetship,Ohio,38572,41636
71,39,45,11332,Canal Winchester,Ohio,454,462
71,39,45,44086,Lithopolis,Ohio,9,14
71,39,45,62498,Pickerington,Ohio,18205,20319
71,39,45,66390,Reynoldsburg,Ohio,910,939
71,39,45,99990,Balance of Violetship,Ohio,18994,19902
61,39,45,0,Walnutship,Ohio,6841,7046
71,39,45,3758,Baltimore,Ohio,A,3
71,39,45,9890,Buckeye Lake,Ohio,15,15
71,39,45,50400,Millersport,Ohio,1044,1055
71,39,45,63716,Pleasantville,Ohio,389,391
71,39,45,76764,Thurston,Ohio,604,609
71,39,45,99990,Balance of Walnutship,Ohio,4789,4973
50,39,47,0,Fayette County,Ohio,29030,28752
157,39,47,7188,Bloomingburg,Ohio,938,921
157,39,47,38920,Jeffersonville,Ohio,1203,1180
157,39,47,50316,Milledgeville,Ohio,112,112
157,39,47,54726,New Holland,Ohio,111,105
157,39,47,57918,Octa,Ohio,59,58
157,39,47,81718,Washington Court House,Ohio,14192,14215
157,39,47,99990,Balance of Fayette County,Ohio,12415,12161
61,39,47,0,Concordship,Ohio,901,885
61,39,47,0,Greenship,Ohio,532,527
61,39,47,0,Jaspership,Ohio,745,731
71,39,47,50316,Milledgeville,Ohio,112,112
71,39,47,57918,Octa,Ohio,45,44
71,39,47,99990,Balance of Jaspership,Ohio,588,575
61,39,47,0,Jeffersonship,Ohio,2636,2591
71,39,47,38920,Jeffersonville,Ohio,1203,1180
71,39,47,57918,Octa,Ohio,14,14
71,39,47,99990,Balance of Jeffersonship,Ohio,1419,1397
61,39,47,0,Madisonship,Ohio,1122,1105
61,39,47,0,Marionship,Ohio,766,756
71,39,47,54726,New Holland,Ohio,111,105
71,39,47,99990,Balance of Marionship,Ohio,655,651
61,39,47,0,Paintship,Ohio,1975,1944
71,39,47,7188,Bloomingburg,Ohio,938,921
71,39,47,99990,Balance of Paintship,Ohio,1037,1023
61,39,47,0,Perryship,Ohio,1041,1023
61,39,47,0,Unionship,Ohio,3733,3614
71,39,47,7188,Bloomingburg,Ohio,0,0
71,39,47,99990,Balance of Unionship,Ohio,3733,3614
61,39,47,0,Washington Court House,Ohio,14192,14215
71,39,47,81718,Washington Court House,Ohio,14192,14215
61,39,47,0,Wayneship,Ohio,1387,1361
50,39,49,0,Franklin County,Ohio,1163414,1291981
157,39,49,6278,Bexley,Ohio,13057,13786
157,39,49,8532,Brice,Ohio,114,119
157,39,49,11332,Canal Winchester,Ohio,6286,7404
157,39,49,18000,Columbus,Ohio,770122,860427
157,39,49,22694,Dublin,Ohio,35367,40436
157,39,49,29106,Gahanna,Ohio,33248,35297
157,39,49,31304,Grandview Heights,Ohio,6536,7778
157,39,49,32592,Grove City,Ohio,35575,41022
157,39,49,32606,Groveport,Ohio,5363,5621
157,39,49,33740,Harrisburg,Ohio,320,335
157,39,49,35476,Hilliard,Ohio,28435,35939
157,39,49,44086,Lithopolis,Ohio,32,42
157,39,49,44310,Lockbourne,Ohio,237,246
157,39,49,47474,Marble Cliff,Ohio,573,683
157,39,49,50862,Minerva Park,Ohio,1272,1321
157,39,49,53970,New Albany,Ohio,7701,10531
157,39,49,57862,Obetz,Ohio,4532,4967
157,39,49,62498,Pickerington,Ohio,86,83
157,39,49,66390,Reynoldsburg,Ohio,26157,27792
157,39,49,67440,Riverlea,Ohio,545,566
157,39,49,79002,Upper Arlington,Ohio,33771,35337
157,39,49,79100,Urbancrest,Ohio,960,1001
157,39,49,79282,Valleyview,Ohio,620,638
157,39,49,83342,Westerville,Ohio,28328,31240
157,39,49,84742,Whitehall,Ohio,18062,18913
157,39,49,86604,Worthington,Ohio,13575,14646
157,39,49,99990,Balance of Franklin County,Ohio,92540,95811
61,39,49,0,Bexley,Ohio,13057,13786
71,39,49,6278,Bexley,Ohio,13057,13786
61,39,49,0,Blendonship,Ohio,9069,9281
71,39,49,50862,Minerva Park,Ohio,1272,1321
71,39,49,99990,Balance of Blendonship,Ohio,7797,7960
61,39,49,0,Brownship,Ohio,2293,2369
71,39,49,35476,Hilliard,Ohio,44,53
71,39,49,99990,Balance of Brownship,Ohio,2249,2316
61,39,49,0,Clintonship,Ohio,4109,4130
61,39,49,0,Columbus,Ohio,770122,860427
71,39,49,18000,Columbus,Ohio,770122,860427
61,39,49,0,Franklinship,Ohio,10271,10349
71,39,49,79282,Valleyview,Ohio,620,638
71,39,49,99990,Balance of Franklinship,Ohio,9651,9711
61,39,49,0,Grandview Heights,Ohio,6536,7778
71,39,49,31304,Grandview Heights,Ohio,6536,7778
61,39,49,0,Hamiltonship,Ohio,8260,8770
71,39,49,32606,Groveport,Ohio,0,5
71,39,49,44310,Lockbourne,Ohio,237,246
71,39,49,57862,Obetz,Ohio,3585,3965
71,39,49,99990,Balance of Hamiltonship,Ohio,4438,4554
61,39,49,0,Jacksonship,Ohio,40608,46581
71,39,49,32592,Grove City,Ohio,35575,41018
71,39,49,79100,Urbancrest,Ohio,960,1001
71,39,49,99990,Balance of Jacksonship,Ohio,4073,4562
61,39,49,0,Jeffersonship,Ohio,10972,11324
71,39,49,29106,Gahanna,Ohio,A,4
71,39,49,66390,Reynoldsburg,Ohio,738,773
71,39,49,99990,Balance of Jeffersonship,Ohio,10234,10547
61,39,49,0,Madisonship,Ohio,23509,25712
71,39,49,11332,Canal Winchester,Ohio,6286,7404
71,39,49,32606,Groveport,Ohio,5363,5616
71,39,49,44086,Lithopolis,Ohio,32,42
71,39,49,57862,Obetz,Ohio,947,1002
71,39,49,62498,Pickerington,Ohio,86,83
71,39,49,99990,Balance of Madisonship,Ohio,10795,11565
61,39,49,0,Marble Cliff,Ohio,573,683
71,39,49,47474,Marble Cliff,Ohio,573,683
61,39,49,0,Mifflinship,Ohio,35710,37900
71,39,49,29106,Gahanna,Ohio,33248,35293
71,39,49,99990,Balance of Mifflinship,Ohio,2462,2607
61,39,49,0,Norwichship,Ohio,31807,39316
71,39,49,35476,Hilliard,Ohio,27825,35293
71,39,49,99990,Balance of Norwichship,Ohio,3982,4023
61,39,49,0,Perryship,Ohio,3637,3752
61,39,49,0,Plainship,Ohio,9829,12455
71,39,49,53970,New Albany,Ohio,7701,10531
71,39,49,99990,Balance of Plainship,Ohio,2128,1924
61,39,49,0,Pleasantship,Ohio,6671,6975
71,39,49,32592,Grove City,Ohio,0,4
71,39,49,33740,Harrisburg,Ohio,320,335
71,39,49,99990,Balance of Pleasantship,Ohio,6351,6636
61,39,49,0,Prairieship,Ohio,16498,17321
61,39,49,0,Sharonship,Ohio,15969,17044
71,39,49,67440,Riverlea,Ohio,545,566
71,39,49,86604,Worthington,Ohio,13575,14646
71,39,49,99990,Balance of Sharonship,Ohio,1849,1832
61,39,49,0,Truroship,Ohio,26837,28511
71,39,49,8532,Brice,Ohio,114,119
71,39,49,66390,Reynoldsburg,Ohio,25419,27019
71,39,49,99990,Balance of Truroship,Ohio,1304,1373
61,39,49,0,Upper Arlington,Ohio,33771,35337
71,39,49,79002,Upper Arlington,Ohio,33771,35337
61,39,49,0,Washingtonship,Ohio,1549,42027
71,39,49,22694,Dublin,Ohio,A,40436
71,39,49,35476,Hilliard,Ohio,566,593
71,39,49,99990,Balance of Washingtonship,Ohio,983,998
61,39,49,0,Westerville,Ohio,28328,31240
71,39,49,83342,Westerville,Ohio,28328,31240
61,39,49,0,Whitehall,Ohio,18062,18913
71,39,49,84742,Whitehall,Ohio,18062,18913
50,39,51,0,Fulton County,Ohio,42698,42289
157,39,51,2344,Archbold,Ohio,4346,4305
157,39,51,21616,Delta,Ohio,3103,3132
157,39,51,26768,Fayette,Ohio,1283,1250
157,39,51,45626,Lyons,Ohio,562,552
157,39,51,49238,Metamora,Ohio,627,611
157,39,51,75896,Swanton,Ohio,3580,3746
157,39,51,81928,Wauseon,Ohio,7332,7342
157,39,51,99990,Balance of Fulton County,Ohio,21865,21351
61,39,51,0,Amboyship,Ohio,1846,1804
71,39,51,49238,Metamora,Ohio,627,611
71,39,51,99990,Balance of Amboyship,Ohio,1219,1193
61,39,51,0,Chesterfieldship,Ohio,1012,989
61,39,51,0,Clintonship,Ohio,9554,9562
71,39,51,81928,Wauseon,Ohio,7332,7342
71,39,51,99990,Balance of Clintonship,Ohio,2222,2220
61,39,51,0,Dovership,Ohio,1578,1540
61,39,51,0,Franklinship,Ohio,743,728
61,39,51,0,Fultonship,Ohio,3182,3199
71,39,51,75896,Swanton,Ohio,1663,1712
71,39,51,99990,Balance of Fultonship,Ohio,1519,1487
61,39,51,0,Germanship,Ohio,6443,6405
71,39,51,2344,Archbold,Ohio,4346,4305
71,39,51,99990,Balance of Germanship,Ohio,2097,2100
61,39,51,0,Gorhamship,Ohio,2260,2207
71,39,51,26768,Fayette,Ohio,1283,1250
71,39,51,99990,Balance of Gorhamship,Ohio,977,957
61,39,51,0,Pikeship,Ohio,1854,1821
61,39,51,0,Royaltonship,Ohio,1515,1486
71,39,51,45626,Lyons,Ohio,562,552
71,39,51,99990,Balance of Royaltonship,Ohio,953,934
61,39,51,0,Swan Creekship,Ohio,8566,8498
71,39,51,21616,Delta,Ohio,636,725
71,39,51,75896,Swanton,Ohio,1917,2034
71,39,51,99990,Balance of Swan Creekship,Ohio,6013,5739
61,39,51,0,Yorkship,Ohio,4145,4050
71,39,51,21616,Delta,Ohio,2467,2407
71,39,51,99990,Balance of Yorkship,Ohio,1678,1643
50,39,53,0,Gallia County,Ohio,30934,29973
157,39,53,13169,Centerville,Ohio,103,99
157,39,53,13932,Cheshire,Ohio,132,129
157,39,53,19554,Crown City,Ohio,413,406
157,39,53,29204,Gallipolis,Ohio,3641,3432
157,39,53,67258,Rio Grande,Ohio,830,812
157,39,53,80178,Vinton,Ohio,222,210
157,39,53,99990,Balance of Gallia County,Ohio,25593,24885
61,39,53,0,Addisonship,Ohio,2197,2155
61,39,53,0,Cheshireship,Ohio,1002,961
71,39,53,13932,Cheshire,Ohio,132,129
71,39,53,99990,Balance of Cheshireship,Ohio,870,832
61,39,53,0,Clayship,Ohio,1870,1825
61,39,53,0,Gallipolisship,Ohio,5097,4835
71,39,53,29204,Gallipolis,Ohio,3641,3432
71,39,53,99990,Balance of Gallipolisship,Ohio,1456,1403
61,39,53,0,Greenship,Ohio,5625,5473
61,39,53,0,Greenfieldship,Ohio,495,483
61,39,53,0,Guyanship,Ohio,1166,1135
71,39,53,19554,Crown City,Ohio,413,406
71,39,53,99990,Balance of Guyanship,Ohio,753,729
61,39,53,0,Harrisonship,Ohio,1063,1033
61,39,53,0,Huntingtonship,Ohio,1442,1408
71,39,53,80178,Vinton,Ohio,222,210
71,39,53,99990,Balance of Huntingtonship,Ohio,1220,1198
61,39,53,0,Morganship,Ohio,1404,1366
61,39,53,0,Ohioship,Ohio,1126,1089
61,39,53,0,Perryship,Ohio,1595,1551
61,39,53,0,Raccoonship,Ohio,2228,2155
71,39,53,13169,Centerville,Ohio,103,99
71,39,53,67258,Rio Grande,Ohio,830,812
71,39,53,99990,Balance of Raccoonship,Ohio,1295,1244
61,39,53,0,Springfieldship,Ohio,3664,3571
61,39,53,0,Walnutship,Ohio,960,933
50,39,55,0,Geauga County,Ohio,93389,93918
157,39,55,2274,Aquilla,Ohio,340,339
157,39,55,10436,Burton,Ohio,1455,1454
157,39,55,13554,Chardon,Ohio,5148,5171
157,39,55,36918,Hunting Valley,Ohio,116,115
157,39,55,49700,Middlefield,Ohio,2694,2705
157,39,55,73684,South Russell,Ohio,3810,3786
157,39,55,99990,Balance of Geauga County,Ohio,79826,80348
61,39,55,0,Auburnship,Ohio,6443,6506
61,39,55,0,Bainbridgeship,Ohio,11395,11466
61,39,55,0,Burtonship,Ohio,4412,4438
71,39,55,10436,Burton,Ohio,1455,1454
71,39,55,99990,Balance of Burtonship,Ohio,2957,2984
61,39,55,0,Chardon,Ohio,5148,5171
71,39,55,13554,Chardon,Ohio,5148,5171
61,39,55,0,Chardonship,Ohio,4585,4628
61,39,55,0,Chestership,Ohio,10255,10303
61,39,55,0,Claridonship,Ohio,3200,3217
71,39,55,2274,Aquilla,Ohio,340,339
71,39,55,99990,Balance of Claridonship,Ohio,2860,2878
61,39,55,0,Hambdenship,Ohio,4661,4714
61,39,55,0,Hunting Valley,Ohio,116,115
71,39,55,36918,Hunting Valley,Ohio,116,115
61,39,55,0,Huntsburgship,Ohio,3637,3664
61,39,55,0,Middlefield,Ohio,2694,2705
71,39,55,49700,Middlefield,Ohio,2694,2705
61,39,55,0,Middlefieldship,Ohio,4493,4511
61,39,55,0,Montvilleship,Ohio,1991,2001
61,39,55,0,Munsonship,Ohio,6621,6657
61,39,55,0,Newburyship,Ohio,5537,5563
61,39,55,0,Parkmanship,Ohio,4131,4160
61,39,55,0,Russellship,Ohio,5190,5212
61,39,55,0,South Russell,Ohio,3810,3786
71,39,55,73684,South Russell,Ohio,3810,3786
61,39,55,0,Thompsonship,Ohio,2269,2283
61,39,55,0,Troyship,Ohio,2801,2818
50,39,57,0,Greene County,Ohio,161573,166752
157,39,57,4720,Beavercreek,Ohio,45193,46948
157,39,57,5102,Bellbrook,Ohio,6943,7218
157,39,57,7930,Bowersville,Ohio,312,333
157,39,57,12784,Cedarville,Ohio,4019,4062
157,39,57,13190,Centerville,Ohio,2,2
157,39,57,16056,Clifton,Ohio,104,103
157,39,57,21000,Dayton,Ohio,A,0
157,39,57,25914,Fairborn,Ohio,32352,33541
157,39,57,38374,Jamestown,Ohio,1993,2088
157,39,57,40040,Kettering,Ohio,467,468
157,39,57,74216,Spring Valley,Ohio,479,494
157,39,57,86772,Xenia,Ohio,25719,26562
157,39,57,86940,Yellow Springs,Ohio,3487,3734
157,39,57,99990,Balance of Greene County,Ohio,40503,41199
61,39,57,0,Bathship,Ohio,39392,40433
71,39,57,4720,Beavercreek,Ohio,A,0
71,39,57,25914,Fairborn,Ohio,31151,32299
71,39,57,99990,Balance of Bathship,Ohio,8241,8134
61,39,57,0,Beavercreekship,Ohio,52156,54230
71,39,57,4720,Beavercreek,Ohio,45193,46948
71,39,57,25914,Fairborn,Ohio,1201,1237
71,39,57,99990,Balance of Beavercreekship,Ohio,5762,6045
61,39,57,0,Bellbrook,Ohio,6943,7218
71,39,57,5102,Bellbrook,Ohio,6943,7218
61,39,57,0,Caesarscreekship,Ohio,1137,1179
61,39,57,0,Cedarvilleship,Ohio,5500,5638
71,39,57,12784,Cedarville,Ohio,4019,4062
71,39,57,99990,Balance of Cedarvilleship,Ohio,1481,1576
61,39,57,0,Dayton,Ohio,A,0
71,39,57,21000,Dayton,Ohio,A,0
61,39,57,0,Jeffersonship,Ohio,1254,1286
71,39,57,7930,Bowersville,Ohio,312,333
71,39,57,99990,Balance of Jeffersonship,Ohio,942,953
61,39,57,0,Kettering,Ohio,467,468
71,39,57,40040,Kettering,Ohio,467,468
61,39,57,0,Miamiship,Ohio,4790,5055
71,39,57,16056,Clifton,Ohio,104,103
71,39,57,86940,Yellow Springs,Ohio,3487,3734
71,39,57,99990,Balance of Miamiship,Ohio,1199,1218
61,39,57,0,New Jaspership,Ohio,2568,2663
61,39,57,0,Rossship,Ohio,750,776
71,39,57,38374,Jamestown,Ohio,0,0
71,39,57,99990,Balance of Rossship,Ohio,750,776
61,39,57,0,Silvercreekship,Ohio,3738,3867
